Gene ID,Entrez Gene ID,Gene Symbol,Gene Name,Organism,Unigene ID,Ensembl ID,UniProt ID,Alias,Lifespan Effect,Phenotype Description,Longevity Influence,Max Lifespan Change,Avg Lifespan Change,Method,Bibliographic reference
163,175410,daf-2,"abnormal DAuer Formation DAF-2, fork head-related transcription factor (daf-2)",Caenorhabditis elegans,Cel.8775,Y55D5A.5,,,increase,Mutants show increased lifespan.,anti,,,Mutations,"539: Kimura et al. (1997) ""daf-2, an insulin receptor-like gene that regulates longevity and diapause in Caenorhabditis elegans.""  Science 277(5328):942-946 (9252323)"
163,175410,daf-2,"abnormal DAuer Formation DAF-2, fork head-related transcription factor (daf-2)",Caenorhabditis elegans,Cel.8775,Y55D5A.5,,,increase,Mutations in the daf-2 gene double adult lifespan.,anti,,100,Mutations,"2275: Larsen et al. (1995) ""Genes that regulate both development and longevity in Caenorhabditis elegans.""  Genetics 139(4):1567-1583 (7789761)"
163,175410,daf-2,"abnormal DAuer Formation DAF-2, fork head-related transcription factor (daf-2)",Caenorhabditis elegans,Cel.8775,Y55D5A.5,,,increase,Mutants show a 2-3 fold increase in lifespan.,anti,,200,Mutations,"189: Wolkow et al. (2000) ""Regulation of C. elegans life-span by insulinlike signaling in the nervous system.""  Science 290(5489):147-150 (11021802)"
164,191014,daf-28,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.1435,Y116F11B.1,,,increase,Semi-dominant mutation increases lifespan by 10-15%.,pro,,15,Mutation,"2277: Malone et al. (1996) ""Genetic analysis of the roles of daf-28 and age-1 in regulating Caenorhabditis elegans dauer formation.""  Genetics 143(3):1193-1205 (8807293)"
165,180431,daf-3,abnormal DAuer Formation,Caenorhabditis elegans,Cel.1120,F25E2.5,,,decrease,Mutation in adults decreased mean lifespan by 6-16% and maximum lifespan by up to 30%.,anti,30,16,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
166,175781,daf-4,abnormal DAuer Formation,Caenorhabditis elegans,Cel.6349,C05D2.1,,,increase,Mutation in adults increased mean lifespan by up to 120% and maximum lifespan by up to 185%.,anti,185,120,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
167,175054,daf-5,abnormal DAuer Formation,Caenorhabditis elegans,Cel.8086,W01G7.1,,,decrease,Mutation in adults reduced mean and maximum lifespan by 20%.,pro,20,20,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
168,181584,daf-6,abnormal DAuer Formation,Caenorhabditis elegans,Cel.619,F31F6.5,,,increase,Loss-of-function mutations extend lifespan by up to 50%.,anti,,50,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
169,175237,daf-7,abnormal DAuer Formation,Caenorhabditis elegans,Cel.19630,B0412.2,,,increase,Mutations cause up to 50% mean and maximum life-extension. This effect is dependent upon daf-3 and on daf-16 but independent of daf-2. RNA interference increased mean lifespan by 30% and maximum lifespan by 10%.,anti,50,50,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
170,187612,daf-8,abnormal DAuer Formation,Caenorhabditis elegans,Cel.167,R05D11.1,,,increase,Mutation in adults increased mean lifespan by 31% but it did not increase maximum lifespan.,anti,,31,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
171,180889,daf-9,abnormal DAuer Formation,Caenorhabditis elegans,Cel.9170,T13C5.1,,,increase,Mutations increase lifespan up to 52%.,anti,,52,Mutation,"2278: Gerisch et al. (2001) ""A hormonal signaling pathway influencing C. elegans metabolism, reproductive development, and life span.""  Dev. Cell 1(6):841-851 (11740945)"
171,180889,daf-9,abnormal DAuer Formation,Caenorhabditis elegans,Cel.9170,T13C5.1,,,increase,Some mutations of daf-9 increase lifespan by 74%.,anti,,74,Mutations,"2244: Jia and Levine (2007) ""Autophagy is required for dietary restriction-mediated life span extension in C. elegans.""  Autophagy 3(6):597-599 (17912023)"
1930,3565075,dagl-2,DiAcylGlycerol Lipase homolog,Caenorhabditis elegans,0.10495,,,,increase,"Overexpression of dagl-2 (an ortholog of the fly inaE) extends mean lifespan by up to 13%. Conversely, RNA interference of dagl-2 results in a lifespan decrease of up to 14%, while loss-of-function mutantions result in a shorten lifespan by up to 20%.",pro,,13,Overexpression,"3534: Lin et al. (2014) ""Diacylglycerol lipase regulates lifespan and oxidative stress response by inversely modulating TOR signaling in Drosophila and C. elegans.""  Aging Cell 13(4):755-764 (24889782)"
1858,176138,dcr-1,Endoribonuclease dcr-1,Caenorhabditis elegans,0.38691,,,,decrease,"Under normal growth conditions (20C) or modest heat stress (> 28C), dcr-1 mutants (Dicer-deficient) have decreased mean and maximum lifespan.",pro,20,,Mutation,"3490: Mori et al. (2012) ""Role of microRNA processing in adipose tissue in stress defense and longevity.""  Cell Metab. 16(3):336-347 (22958919)"
725,189237,dct-11,"DAF-16/FOXO Controlled, germline Tumor affecting",Caenorhabditis elegans,Cel.19818,W06B11.3,,,decrease,W06B11.3 stimulates the growth of gld-1 tumors. RNA interference increased mean lifespan up to 19% in a gld-1 mutant background and reduced mean lifespan by 10% in a wild-type background.,pro,,10,"2291: Pinkston-Gosse and Kenyon (2007) ""DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.""  Nat. Genet. 39(11):1403-1409 (17934462)",
762,190351,dct-12,"DAF-16/FOXO Controlled, germline Tumor affecting",Caenorhabditis elegans,Cel.13870,Y57A10C.7,,,increase,"Y57A10C.7 appears to stimulate the growth of gld-1 tumours. RNA interference increased mean lifespan by 14% in wild type animals, 16% in daf-16 mutants and 12% in gld-1 mutants.",anti,,14,RNA interference,"2291: Pinkston-Gosse and Kenyon (2007) ""DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.""  Nat. Genet. 39(11):1403-1409 (17934462)"
738,178476,dct-13,"DAF-16/FOXO Controlled, germline Tumor affecting",Caenorhabditis elegans,Cel.11657,Y116A8C.17,,,increase,Y116A8C.17 appears to stimulate the growth of gld-1 tumours. RNA interference increased mean lifespan by 23% and maximum lifespan by 20% in wild type animals. It also increased mean lifespan by 21% in daf-16 mutants and 13% in gld-1 mutants.,anti,20,23,RNA interference,"2291: Pinkston-Gosse and Kenyon (2007) ""DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.""  Nat. Genet. 39(11):1403-1409 (17934462)"
742,189684,dct-14,"DAF-16/FOXO Controlled, germline Tumor affecting",Caenorhabditis elegans,Cel.1864,Y38H6C.3,,,increase,"Y38H6C.3 appears to stimulate the growth of gld-1 tumours. RNA interference increased mean lifespan by 19% in wild type animals, 21% in daf-16 mutants and 13% in gld-1 mutants.",anti,,19,RNA interference,"2291: Pinkston-Gosse and Kenyon (2007) ""DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.""  Nat. Genet. 39(11):1403-1409 (17934462)"
728,189289,dct-15,"DAF-16/FOXO Controlled, germline Tumor affecting",Caenorhabditis elegans,Cel.12209,W08D2.3,,,increase,W08D2.3 appears to stimulate the growth of gld-1 tumours. RNA interference increased mean lifespan up to 10% in wild type animals and 9% in gld-1 mutants.,anti,,10,RNA interference,"2291: Pinkston-Gosse and Kenyon (2007) ""DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.""  Nat. Genet. 39(11):1403-1409 (17934462)"
272,174934,dct-18,"DAF-16/FOXO Controlled, germline Tumor affecting",Caenorhabditis elegans,Cel.14924,F58G1.4,,,decrease,F35E12.7 stimulates the growth of gld-1 tumors. RNA interference increased mean lifespan up to 12% in a gld-1 mutant background and reduced mean lifespan by 8% in wild-type worms.,pro,,8,RNA interference,"2291: Pinkston-Gosse and Kenyon (2007) ""DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.""  Nat. Genet. 39(11):1403-1409 (17934462)"
172,173954,ddl-1,Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased),Caenorhabditis elegans,Cel.14906,F59E12.10,,,increase,RNA interference results in lifespan extension.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
172,173954,ddl-1,Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased),Caenorhabditis elegans,Cel.14906,F59E12.10,,,increase,Inhibition of DDL-1/2 increases longevity and thermotolerance in an hsf-1-dependent manner. RNAi extends lifespan by 12%-24%.,anti,,24,RNA interference,"2543: Chiang et al. (2012) ""HSF-1 regulators DDL-1/2 link insulin-like signaling to heat-shock responses and modulation of longevity.""  Cell 148(1-2):322-334 (22265419)"
173,190025,ddl-2,Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased),Caenorhabditis elegans,Cel.14028,Y48E1B.1,,,increase,RNA interference results in lifespan extension.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
173,190025,ddl-2,Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased),Caenorhabditis elegans,Cel.14028,Y48E1B.1,,,increase,Inhibition of DDL-1/2 increases longevity and thermotolerance in an hsf-1-dependent manner. RNAi extends lifespan by 12%-24%.,anti,,24,RNA interference,"2543: Chiang et al. (2012) ""HSF-1 regulators DDL-1/2 link insulin-like signaling to heat-shock responses and modulation of longevity.""  Cell 148(1-2):322-334 (22265419)"
174,175087,ddl-3,Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased),Caenorhabditis elegans,Cel.21465,Y54G11A.8,,,increase,RNA interference results in lifespan extension.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
175,179574,des-2,DEgeneration Suppressor,Caenorhabditis elegans,Cel.19736,T26H10.1,,,increase,Mutations in both des(bs29) and des(bs30) increase lifespan by approximately 60%.,anti,,60,Mutation,"2279: Herndon and Driscoll (2000) ""Contributions of cell death to aging in C. elegans.""  Results Probl Cell Differ 29:113-129 (10838697)"
1931,174068,dgk-5,Putative diacylglycerol kinase K06A1.6,Caenorhabditis elegans,0.14796,,,,increase,Dgk-5 mutants (loss of function mutations or RNA interference) show an up to 11% increase in mean lifespan.,anti,,11,RNA interference,"3534: Lin et al. (2014) ""Diacylglycerol lipase regulates lifespan and oxidative stress response by inversely modulating TOR signaling in Drosophila and C. elegans.""  Aging Cell 13(4):755-764 (24889782)"
913,179741,dhs-21,"DeHydrogenases, Short chain",Caenorhabditis elegans,,R11D1.11,,,decrease,"Dhs-21 null mutants of C. elegans show defects in longevity, reproduction and egg-laying.",pro,,,RNA interference,"2430: Son et al. (2011) ""DHS-21, a dicarbonyl/L-xylulose reductase (DCXR) ortholog, regulates longevity and reproduction in Caenorhabditis elegans.""  FEBS Lett. 585(9):1310-1316 (21477590)"
176,177676,dic-1,human DICE1 (Deleted In Cancer) homolog,Caenorhabditis elegans,Cel.5152,,,,increase,RNA interference in adulthood extended mean lifespan by 22%.,anti,,22,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
177,174782,din-1,DAF-12 Interacting Protein,Caenorhabditis elegans,Cel.9037,F07A11.6,,,decrease,"RNA interference had little effect on lifespan, but suppressed daf-9 life-extension.",pro,,,RNA interference,"2280: Ludewig et al. (2004) ""A novel nuclear receptor/coregulator complex controls C. elegans lipid metabolism, larval development, and aging.""  Genes Dev. 18(17):2120-2133 (15314028)"
914,177875,dis-3,DIS3 (yeast disjunction abnormal) exonuclease homolog,Caenorhabditis elegans,,C04G2.6,,,decrease,11% mean lifespan reduction,pro,,11,RNA interference,"2418: Xue et al. (2007) ""A modular network model of aging.""  Mol. Syst. Biol. 3:147 (18059442)"
180,180121,dkf-2,D Kinase Family,Caenorhabditis elegans,Cel.17825,T25E12.4,,,increase,"Adult median and maximal lifespan increases by 40% and 20%, respectively, in animals lacking dkf-2. dkf-2 deficiency also ameliorated heat stress.",anti,20,40,Deletion,"2282: Feng et al. (2007) ""Properties, regulation, and in vivo functions of a novel protein kinase D: Caenorhabditis elegans DKF-2 links diacylglycerol second messenger to the regulation of stress responses and life span.""  J. Biol. Chem. 282(43):31273-31288 (17728253)"
2030,179945,dlat-1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,Caenorhabditis elegans,17215,,,,increase,RNA interference of F23B12.5 results in an increased lifespan.,anti,,9.9,RNA interference,"3567: Reis-Rodrigues et al. (2012) ""Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.""  Aging Cell 11(1):120-127 (22103665)"
413,178387,dld-1,Protein DLD-1,Caenorhabditis elegans,Cel.8993,LLC1.3,,,increase,RNA interference increased mean lifespan by 61%.,anti,,61,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
413,178387,dld-1,Protein DLD-1,Caenorhabditis elegans,Cel.8993,LLC1.3,,,,"Intermediate doses of DLD RNAi (RNAi dilutions of 1/20 and 1/50) significantly (P < 0.005) shortened adult lifespan by 20-25%, whereas more potent doses of DLD RNAi (non diluted) significantly (P < 0.005) extended adult lifespan by 10%.",none,,,RNA interference,"3283: Butler et al. (2013) ""A metabolic signature for long life in the Caenorhabditis elegans Mit mutants.""  Aging Cell 12(1):130-138 (23173729)"
181,173128,dlk-1,DAP (Death Associated Protein kinase) Like Kinase,Caenorhabditis elegans,Cel.24063,F33E2.2,,,decrease,Mutation reduced maximum lifespan by 30%.,pro,30,,Mutation,"2283: Shen et al. (2007) ""Involvement of genes required for synaptic function in aging control in C. elegans.""  Neurosci Bull 23(1):21-29 (17592521)"
1949,172231,dnj-21,Mitochondrial import inner membrane translocase subunit TIM14,Caenorhabditis elegans,0.16739,,,,decrease,RNA interference of dnj-21 shortens mean lifespan (by 10.5%) compared to wild-type worms.,pro,,10.5,RNA interference,"3539: Bennett et al. (2014) ""Activation of the mitochondrial unfolded protein response does not predict longevity in Caenorhabditis elegans.""  Nat Commun 5:3483 (24662282)"
187,187266,dod-17,Downstream Of DAF-16 (regulated by DAF-16),Caenorhabditis elegans,Cel.12611,K10D11.1,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"315: Murphy et al. (2003) ""Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.""  Nature 424(6946):277-283 (12845331)"
188,183813,dod-18,Downstream Of DAF-16 (regulated by DAF-16),Caenorhabditis elegans,Cel.37001,C54G4.6,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"315: Murphy et al. (2003) ""Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.""  Nature 424(6946):277-283 (12845331)"
189,178564,dod-19,Downstream Of DAF-16 (regulated by DAF-16),Caenorhabditis elegans,Cel.1336,ZK6.10,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"315: Murphy et al. (2003) ""Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.""  Nature 424(6946):277-283 (12845331)"
190,182037,dod-20,Downstream Of DAF-16 (regulated by DAF-16),Caenorhabditis elegans,Cel.9404,B0554.6,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"315: Murphy et al. (2003) ""Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.""  Nature 424(6946):277-283 (12845331)"
